0.063,0.838
0.105,0.838
0.147,0.831
0.189,0.831
0.232,0.823
0.274,0.832
0.316,0.819
0.358,0.857
0.4,0.82
0.443,0.839
0.485,0.802
0.527,0.808
0.569,0.822
0.611,0.779
0.654,0.777
0.696,0.718
0.738,0.676
0.78,0.544
0.822,0.398
0.865,0.324
0.907,0.167
0.949,0.121
0.991,0.078
